ID,Title,Description,YouTube URL,Order,Date
9026,"Gruau Quaker®| Soupe au chou-fleur rôti, à l’avoine et au curcuma","De l’avoine dans une soupe? Oui et c’est délicieux! Essayez la soupe au chou-fleur rôti, à l’avoine et au curcuma de Quaker.",https://www.youtube.com/watch?v=5Q1ibc1TAY4,10,2020-02-03 9:55:10
9021,"Gruau Quaker®| Smoothie à l’avoine, aux cerises et aux graines de chia","Titillez vos papilles avec ce délicieux Smoothie à l’avoine, aux cerises et aux graines de chia.",https://www.youtube.com/watch?v=7HDvOnXgtlA,20,2020-02-03 9:54:49
9326,Gruau Quaker®| Bouchées de gruau aux framboises,Réveillez vos papilles avec cette délicieuse recette de bouchées de gruau.,https://www.youtube.com/watch?v=-07XwIGwX04,30,2020-07-16 11:37:41
9331,Gruau Quaker®| Recette de boisson d’avoine,"Savourez cette recette simple et faite avec du gruau Quaker dans le thé, le café ou les céréales!",https://www.youtube.com/watch?v=FNGax5V1oCA,40,2020-07-16 11:38:32
