ID,Title,Headline,Description,Image,Image Mobile,Button Label,Button Link,Slide Order
4031,Slides Recipes FR,Ajouter de la saveur,,home-slider-brunch2x.jpg,Homepage_slide_brunch_mobile.png,Découvrez nos recettes,/fr-ca/marques/crispyminis/recettes,1
3656,Tasty Rewards FR,Obtenez des récompenses de la part des marques que vous aimez!,"L’inscription est gratuite et facile! Profitez
de tirages, de coupons et de concours 
exclusifs aux membres. La vie est 
beaucoup plus savoureuse avec Primes et Délices!",Entertaining-069_Canadian_V2_1920x625.png,Entertaining-069_Canadian_V2_750x1050.png,S'inscrire,/fr-ca/sign-up,2
