ID,Title,Headline,Description,Image,Image Mobile,Button Label,Button Link,Order
7926,Layers of flavour EN,,,Homepage_Banner_Desktop_MGOnly.jpg,Homepage_Banner_Mobile_MGOnly.jpg,,,1
7756,Tasty Rewards,Get Rewarded <br>From the Brands You Love,,Nights In-078_Canadian_V2_1920x625_0.png,Nights In-078_Canadian_V2_750x1050_0.png,Sign Up Now,/en-ca/sign-up,3
7806,Grab Some Sunshine ENG,,,EN_SunChips0Grab0Some20Sunchine_Website.jpg,ENG_SunChips_GSS_700x1230.jpg,View Products,/en-ca/brands/sunchips/products,4
