ID,Title,Headline,Description,Image,Image Mobile,Button Label,Button Link,Order
45,Be the Cap'n,,,Capn-Crunch-Banner-3.jpg,Capn-Crunch-Banner-3-copy.jpg,,,1
67,Tasty Rewards Banner,Get Rewarded from the brands you love!,,P2_Banner_1920 × 715FR.jpg,P2_Banner_MOBILE.jpg,Sign Up,www.tastyrewards.ca,2
