ID,Title,Headline,Description,Image,"Image Mobile","Button Label","Button Link","Slide Order",Date
6716,"Hockey's Back",,,NHL_PepsiLays_Desktop.jpg,NHL_PepsiLays_Mobile.jpg,,https://pepsihockeysback.ca/en/Get-Ready,-500,"2020-08-01 21:14:18"
6631,"Ligthlt Salted EN",,,101014_Lays_LightlySalted_Bann_1920x715_DeskTop_ENG_FA.png,101014_Lays_LightlySalted_Bann_750x960_Mobile_ENG_FA.png,,/product-categories/lays®,-300,"2020-04-23 09:29:10"
6621,"Cheddar Jalapeño EN",,,100373_LaysHomePage_Bann_1920x715_Website_ENG_P2.jpg,100373_LaysHomePage_Bann_750x960_Mobile_ENG_P2.jpg,,/products/lays®-cheddar-jalapeño-flavour-potato-chips,-200,"2020-03-17 12:01:37"
6526,"Poppables Sea Salt & Vinegar ENG","<div style=""display: block; font-size:80%; margin-top: 8px;"">
Try All 4</br> 
Delicious Lay’s®</br> 
Poppables </br> 
potato snacks
</div>",,Lay%27s%20Poppables_Website%20Banner_Desktop.jpg,Lay%27s%20Poppables_Website%20Banner_Mobile.jpg,"View Products",https://www.lays.ca/poppables,10,"2019-03-13 11:21:05"
5456,"Tasty Rewards Carousel Ad","Get Rewarded From the Brands You Love",,Entertaining-Canada-Assets_Brands-site_EN_2020.jpg,Entertaining-US-and-Canadian-Packaging-076-EN_2020.jpg,"SIGN UP",https://www.tastyrewards.ca/en/subscribe,11,"2016-11-08 09:02:27"
