ID,Title,Headline,Description,Image,Image Mobile,Button Label,Button Link,Slide Order
4506,Slide 1 FR,"Fabriquées sans 
compromis",,Stacy_Simply nakes desktop banner.png,Stacy_Simply nakes Mobile banner.png,Voir le produit,,
6271,Tasty Rewards FR,Obtenez des récompenses de la part des marques que vous aimez !,,Nights In-078_Canadian_V2_1920x625_0.png,Nights In-078_Canadian_V2_750x1050_0.png,S'inscrire,,
