ID,Title,Headline,Description,Image,Image Mobile,Button Label,Button Link,Slide Order
7366,Ruffles Flamin Hot FR,,,Web - FRENCH- 1920x715 - Desktop.jpg,Web - FRENCH -_750x1050 - Mobile.jpg,,/fr-ca/marques/enflamme,
7046,Ruffles P5 BBQ Banner FR,LA SAISON DU BBQ,,Ruffles-x-Budweiser_Website-Banner_Desktop_FR.jpg,Ruffles-x-Budweiser_Website-Banner_Mobile_FR.jpg,,,
5826,Tasty Rewards FR,Obtenez des récompenses de la part des marques que vous aimez !,,Entertaining-069_Canadian_V2_1920x625.png,Entertaining-069_Canadian_V2_750x1050.png,S'inscrire,/fr-ca/sign-up,
