ID,Title,Headline,Description,Image,Image Mobile,Button Label,Button Link,Order
45,Soyez le Capitaine,,,Capn-Crunch-Banner-3FR.jpg,Capn-Crunch-Banner-3-copyFR.jpg,,,1
67,Tasty Rewards FR,Des récompenses offertes par les marques que vous aimez!,,P2_Banner_1920 × 715FR.jpg,P2_Banner_MOBILEFR.jpg,S’inscrire,www.tastyrewards.ca/fr-ca,
