ID,Title,Headline,Description,Image,Image Mobile,Button Label,Button Link,Order
6722,MSV Spicy Dill Pickle,,,Spicy_Pickle_Banner_Desktop_EN.jpg,Spicy_Pickle_Banner_Mobile_EN.jpg,,/en-ca/brands/miss-vickies/products/miss-vickiesr-spicy-dill-pickle-kettle-cooked-potato-chips,1
5936,Miss Vickies Signatures,,,100863_MSV_Signature_WebAssets_Desktop_1920x715_BIL_P3.jpg,100863_MSV_Signature_WebAssets_Mobile_750x960_BIL_P3.jpg,,/en-ca/brands/missvickies/signatures,2
5731,MISS VICKIE’S® Harvest Cheddar & Herbs Kettle Cooked Potato Chips,,,Desktop-00-missvikies-banner-v3.jpg,Photo.jpg,,/en-ca/brands/miss-vickies/products/miss-vickiesr-harvest-cheddar-herbs-kettle-cooked-potato-chips,3
5586,Craft with Care,,,101844_MSV_WebBanner_Desktop_EN.jpg,101844_MSV_WebBanner_Mobile_EN.jpg,,/en-ca/brands/missvickies/products-categories/miss-vickies,4
5666,Tasty Rewards EN,Get Rewarded <br>From the Brands You Love,"Signing up is free and easy! Enjoy exclusive giveaways, coupons, and members-only contests. Life is so much tastier with Tasty Rewards™!",Nights In-078_Canadian_V2_1920x625_0.png,Nights In-078_Canadian_V2_750x1050_0.png,Sign Up,/en-ca/sign-up,5
