ID,Title,Headline,Description,Image,Image Mobile,Button Label,Button Link,Slide Order
6691,Enflammé Carousel,,,Web_FRENCH_1920x715_Desktop.jpg,Web - FRENCH -_750x1050 - Mobile.jpg,,/marques/enflamme,
5716,Tasty Rewards FR,Obtenez des récompenses de la part des marques que vous aimez !,,Entertaining-Canada-Assets_Brands-site_EN_2020.jpg,Entertaining-US-and-Canadian-Packaging-076-EN_2020.jpg,S'inscrire ,https://www.tastyrewards.ca/fr-ca,
6966,Ma page d'accueil (from US),Mi page d'accueil est votre page d'accuei,,banner_0.jpg,banner-mobile_0.jpg,En savoir plus,https://www.cheetos.com/,
